name,review_title,review,date
Niraj D,Good business hotel.,Stayed here for a week on a business visit. - Excellent location for business travelers. -  Clean rooms with a great view.  - Adjacent to the WTC which made it convenient to me since our office was in WTC. - The Indian restaurant serves excellent food and the Chef even made a few menus on request. Lucky me!,Date of stay: May 2014
Vibs2014,,,
Assigee110681,Nice place good service,"It was nice experience to stay at Hilton Colombo .Room was cleaned ,bed was comfortable , bath room was clean and with full of supplies ,  staff very smiley and alert .I enjoyed local dishes at the restaurant . Every corner of the hotel maintained in good care and found same spirit of welcoming every where in the hotel .  Hotel is located at very best place and surrounding of the hotel are amazing.",Date of stay: January 2015
Ruhira K,Amazing Customer Care,"My Fiancé and I stayed here for birthday celebration.  This our 2nd stay at Colombo Hilton .Beautiful hotel, great location, very friendly staff, big room, great restaurants, big and very modern gym, wonderful service - What more do you want?  it was amazing . our  room was spacious and located on the 17th floor facing the Colombo city and Indian ocean. This gave us albeit, a limited view of the sea. The room had a spacious closet, iron and ironing board, a safe, Minibar was well stocked as were the beverages such as coffee, tea, sugar and creamer. The TV was placed  in middle of the room  and there was a work desk with internet and wifi. There are plug connections to cater for the different types of pins negating the use of an adapter. Buffet breakfast is served at the",Date of stay: April 2015
swapnil_midha,Stayed over Christmas,"This review is a tad late. We stayed at Hilton Colombo over Christmas in 2014. The hotel is perfectly located and a 5 minute walk from the ocean. The hotel itself looks quite old, but was being refurbished when we were there. The room was clean and the bed was super comfortable. It was hard to get out of every morning! Breakfast every morning was fantastic, very very Hilton. Since it was Christmas, the hotel was decked beautifully and there was live entertainment every evening.  We loved the Christmas brunch spread at the restaurant - every dish was absolutely perfect. And this coming from a vegetarian! We tried the Sri Lankan restaurant as well but weren't big fans of it. The concierge recommended a bus top tour which was the best decision we made at USD 250. I would recommend",Date of stay: December 2014
ahpratt,Great Location and Superb Service,"Though a somewhat dated hotel, it is very comfortable with great facilities. Centrally located in Colombo near the old part of town, York Street and close to the sea. You would be hard pressed to find service personnel as obliging as those of the Hilton Colombo anywhere else. The main restaurant offers a very good selection for all meals. Spice Curry offers Sri Lankan cuisine with both indoor and outdoor settings. There is an Italian restaurant by the large pool. The gym is very well equipped. I had a suite overlooking downtown and the Beira Lake. I could see the ocean past the port. The best views are on ocean side though my views were quiet good. It is worth booking a room with Executive Lounge access as it is extremely comfortable with great views and excellent service. The",Date of stay: March 2015
junehinton,Handy hotel for our first night in Sri Lanka.,"Lots of friendly staff. Cakes did not taste quite as good as they looked. Nice buffet dinner and breakfast - lots of variety. The room was very noise (renovation works in the hotel) and it was getting late (about 7.30 pm) so we mentioned it at reception. We were given a new, quieter room within minutes.",Date of stay: April 2015
travelme190722,Love this place.,"wonderful place, a bit dated but the service and the great food makes up for it. We always stay at the Colombo hilton when we visit Sri lanka. thats how we always start and finish our holiday. Staff are nice to the children and can’t do enough to help.",
Donna H,Friendly staff and decent location,"Stayed here for a week on business.  The rooms were comfortable and had everything that you would need.  I ate in all the hotel restaurants, the only disappointing thing was the food was prepared for western tastes and it wasn't very spicy and I like spicy food.  The breakfasts were very good. I used the gym and outdoor pool which is on the other side of the street from the hotel about a two minute walk. For those who have trouble putting one foot in front of one another there is a shuttle bus available.  I would definitely stay here again.",Date of stay: March 2015
Audrius J,Great service and nice hotel,"Spent one night at the hotel and this short visit gave an excellent impression. The hotel is good and the excecutive room we got felt recently renovated. All the typical amenities one expects from Hilton can be found. The staff was extremely helpful, and we even got wet towels and welcome drink upon arrival at around 1:30 AM. Nice touch. There is a nice pool area across the street and several restaurants to choose from. We had time just to try breakfast, and were not dissapoonted. Good choice of food, several cooking station to get omlets, crepes, etc. Loved the hotel and will definitely choose it again when back to Colombo!",Date of stay: April 2015
Washingtonian,,,
Christophe L,Just ok,"Unfortunately not many options in Colombo. Location is good, and essential if you don't want to be stuck in traffic. Average room per Hilton standards. Bed quality was good, the rest of the room is outdated, bathroom was below average. Arrived late and decided to have a bite at the lobby bar. Well stay away from the burger got to be the worst I ever had. Rather prefer spices or better curry leaf, good buffet with local dishes in addition to a large choice of fresh seafood that they will cook the way you want. Heard do ministry of crab next to the hotel is great but tough to get a table. Ok stay, nothing great.",Date of stay: March 2015
Mona566,Excellent service,My husband and I were extremely pleased with the excellent service provided by the staff at the hotel. From the moment we arrived till we left the staff was able to provide us with excellent customer service.,Date of stay: March 2015
Mohamed H Halee... O,Colombo Hilton,"My wife and I have travelled extensively and stayed over at many Hilton resorts worldwide including the Waikola Hilton in Hawaii, the Park Lane and Waldorf Hilton in London, Hilton in New York’s Time Square and Hilton Beverley Hills and many more worldwide. The warmth and the personalised service that was granted by Hilton Colombo cannot be compared with any of the other Hilton Properties and you should be congratulated in keeping a well motivated team. Well done Mr Manesh Fernando for managing such a great set of people and I shall be forwarding this email to the Hilton head office when I get back to the UK.",
Jigish S,Hilton Colombo: Feel Home away from Home,"I am very much satisfied with stay in hotel. This is my more than 10th stay. Love the ambience, amenities & services.  Although Renovation is under process, the willingness of the staff, greeting & facilities are all upto mark. Good Food & breakfast Options available.   Located in city centre next to WTC & Ocean view is awesome.  Nice Place to stay around when in Colombo",
K. CHAE,"Still Hilton, even in Colombo.","I was surprised there's even Hilton hotel in Sri Lanka, though I knew Colombo is bigger city than rest of the country combined probably. Hilton Colombo has long history and thus the building is a bit old, and not as luxurious as their recent new versions of hotels. But Hilton is still a hilton and you get good service and rooms are pretty nice, also the view is pretty good as you look at the coastline and surrounding buildings. They're renovating so gym/spa area was separated from the main building and you take a shuttle to reach it. It was a bit hassle though it only takes about 3 minutes to get there. Still, all in all it was Hilton I always expected it to be, and it was nice to stay here after backpacker type travel I did around the country for 10 days. Nice place to clean",Date of stay: February 2015
Jawdat J Y,Lovely Hotel,"My overall experience that the hotel is a lovely one, clean , comfortable , I don't hesitate to recommend it for any friend, single p[erson , family and business groups. It is location, view on parts of the city and ocean adds to its value.",
Mark H,,,
TravelATL,Needs renovations which are being done,"Walking in here is like a going back in time to some faded glamour from the 70's or 80's...gaudy, gold and glitz.  Thankfully, it's under renovations, but there is a lot of work to be done.  The room was pleasant enough, comfortable bed and sheets.  Enjoyed the spacious pool, a great retreat from the hot and dusty city.  Something in the breakfast bar gave me immediate intestinal problems, which I do not expect at a Hilton, even if in Sri Lanka.  Staff at the desk were very friendly, and gave me a extra late checkout, which was much appreciated with overnight flight back to the U.S.  A few blocks away is a very nice complex of restaurants, shops and bars.  Think this will be good, once the renovations are done.",Date of stay: December 2014
Shayana S,Yummy food but not so happy about the service,The food is good at the restaurants.. However the service is very bad. After renovations the hotel does not look as grand and quite inconvenient. Due to a que I thought of directly parking in the car park. After that I had to walk a long way in the rain back to the hotel and even after I left the hotel there was no staff to even help me with an umbrella. Disappointing service from hilton!,Date of stay: March 2015
Emrah K,Excellent Hotel,"Nice location, perfect view.. nice health club, amazing restaurants.. The hotel is under renovation and surely it will be better,. the lounge can have better menu but still the hotel remains at my top list for Sri Lanka.  I do not see any other option to stay  in Colombo.",Date of stay: February 2015
nytours,Great hotel from airport for overnight stay,"We chose to stay over in Colombo rather than Negombo for our first night in Sri Lanka. Wise choice. We came in around 2:00 a.m. from the airport so there was no traffic. Our trip was 20 minutes. Colombo is a much more cosmopolitan city than Negombo, which is a quaint fishing village. We visited this town at the end of our trip back to the airport.   The Hilton hotel was superb. Professional and catering to US travelers. Our room was lovely, clean and modern. We had a terrific buffet breakfast in the late morning which gave us the opportunity to sleep late. We then toured Colombo a bit before we headed to Kandy. Prices for a high end hotel were about the same as in Negombo and we got a great price on one of the travel web sites. Good choice for us.  We wanted to visit Careems",Date of stay: February 2015
Sinnathamby V,Cool place for a business meeting,"We had a dinner meeting at Hilton, yesterday night. Very good, nice friendly staff, varaity of food, specially i enjoyed the Indian dishes. Our friends too enjoyed a lot and we statyed there for a long time with productive discussions",Date of stay: March 2015
John_from_Cottonwood,A Slice of Paradise,"We stopped in Colombo for a night and decided to stay here.  It turned out to be a great choice of hotels.  The room was big, comfortable, quiet, and had very fast wifi.  We spent most of the time out by the pool which was lovely.  Our lifeguard, Kogulan, took care of all of our needs.  He booked dinner reservations in the Curry Leaf restaurant as well as a massage for me.  Dinner was most excellent.  Fresh seafood cooked to order as well as a whole buffet of curries, sides, and Sri Lankan breads.  We could barely walk out of the restaurant when we were finished.  Service was attentive, friendly, and they never stopped bring more food to the table.  The massage I got in the sport center was as good a one as I've ever had.  Thilana was excellent.  Strong hands and he took every",Date of stay: March 2015
polarlys,,,
David K,Great place to be,Great service and good quality of food. All served food and beverages have been outstanding. Service is very good. Rooms are well maintained and very clean. Hotel is located right next to a shopping center. Restaurants and bars are in walking distance. Propably the best Hotel in Coöumbo!,
Nicholas Zi Jie L,Good service,"From the bellmen to the front office staff to the SPICES restaurant staff, the experience was first-class and everyone was friendly. It made guests feel at home. On top of that, the staff have an excellent command of English. They are always greeting guests throughout the day, thereby making us feel recognised.",
holidaymaniacGoa,OLD is GOLD!!!,"Perhaps this is my sixth trip to this hotel. Love Sri Lanka for itself or for the hilton??!!Many reviews call this place..old but I love it...there is some class and beauty in it's old furniture esp the dressing table...looks like a little piano and opens to a mirror and a chest for a lady's belongings!!!Indeed unique!  Currently..the whole structure is being re-furbished...so cannot comment...but this is like being home...topped with care and concern in service! The executive lounge is so private and special. Spend a little more....but enjoy the services ..a longer way! The breakfast, evening tea, happy hour cocktails with fairly good horsd'oeuvres comes with the Executive room package...highly recommended! Zeno and his team..serve, entertain if required and make you feel good",Date of stay: January 2015
Arijit16513,An excellent stay but poor service,Lovely Hotel... in the heart of Colombo 1 - whether you are in for a personal or business trip... you will love the place. take a room 4th floor and above and you will be greeted by the sparkling blue water of the Indian Ocean just outside your glass window... the food is lovely but i got into the wrong side of the bed in one of my dining experience but they made it up with a on house offering. A lovely hotel in all,Date of stay: September 2014
MayaMarch2015,Awesome Buffet,"I was staying in Hilton Colombo for business trip from 2nd March - 4th March 2015. As this is my first trip to Sri Lanka, I am impressed of the level of hospitality given by this hotel. I have also got my room upgraded to Deluxe heading to harbour.   I am particularly impressed with Spice restaurant and Curry Cafe that serve sumptuous and delicious buffet breakfast and dinner. I am happy with the service by the restaurant host, Mr Chaminda Amarasinghe passed me some Pol Sambol to go for me during my buffet dinner , as I told him that I loved this sambol as it reminds me of food specialities and spices back in Indonesia.  All the staff are actually very impressive and well trained in hospitality.   I am very happy about my stay, except the refurbishment part that I have so far",Date of stay: March 2015
vindhya2015,Old hotel in need of major renovation.,"The Hilton turned out to be an old hotel in need of a lot of renovation .It was also strange to find a cake counter selling desserts in the middle of the Lobby! And unlike any other  5 star hotel we have stayed in, here- the mini bar in all our rooms was locked and inaccessible,, (we were a group of 7 couples). Also, we could not sign in the restaurants and had to pay there and then, either with cash or card! And all this despite our entire holiday being booked and paid for in advance through our travel agent!",Date of stay: November 2014
Ahmed N,excellent,"every thing was OK except there is no toilet sprinkler hose,i hate using toilet paper, other than this the buffet and room standard and location is very good, prices are a little high but affordable when travelling alone, but i consider it a bit high if i bring my family",
LUKAS H,good hotel with good food,"This is my third time to visit Colombo, but the first time to stay in Hilton Colombo. It has good location and nice food! Especially I recommend the buffet at Curry Leaf Restaurant. It is definitely worthy of the money you spent!  good for any traveler!",
Sonieka_EarthAngel,,,
ksnathan19,First Class staff,"It has always been a pleasure to return to Hilton Colombo. Though we stayed at Kingsbury, the hospitality and gesture of your staff, Mr Roshan(Asst Manager) and Mr Lalith (server) make us come back to your Restaurant (Spices). Although the hotel is undergoing renovation, your staffs attitude and service made us return for breakfast, lunch and dinner.The service at the restaurant by these two and others are impeccable. Will come back to this place again and again as the staff makes us our day. Keep it up Hilton. K.Sathinathan (Singapore)",Date of stay: February 2015
Pacrim888,A great kept hotel with outstanding service.,"Here service is outstanding. All employees are clearly listening to customers, exceptionally helpful and smiling.  The hotel is aging and the rooms are not new but maintenance is ok and nice views on either the city and the sea(south) or the harbor (north). I slightly prefer the South view.",Date of stay: February 2015
Joe T,Colombo Hilton,Best hotel staff ever. Have been staying on business when in Colombo for the last six years and have gotten the best service ever. The property is currently under major renovation but very functional. Best hotel staff ever. Have been staying on business when in Colombo for the last six years and have gotten the best service ever. The property is currently under major renovation but very functional,
skysoar,"Comfortable stay, helpful staff","It's our first time staying in Hilton. We met a few problems in the first room, but they were solved very quickly and we got upgraded into a better room with a fantastic view of the city. The staff are warm and helpful in arranging our trip and provide good service. The food is great and there is a l band playing wonderful local music as well as classical English songs. It was a wonderful experience.",Date of stay: February 2015
MissBarbet,"Great service, great food!",We stayed for 6 nights and were very impressed with the service and the delicious food at Spices Restaurant. There is some refurbishment work going on at the moment which was sometimes noisy but it didn't really interfere with our stay. The pool is a short walk away and is beautifully clean. Our room had a great view over the pool and out to sea. We had a lot of problems with our key card not working and were always told not to keep it near our phones which we didn't so after the 5th time we were getting pretty annoyed but the staff were always very apologetic and helpful. Rooms could do with modernising a bit but I think this is part of the re-furb plan. Cleaner was lovely but knocked on the door quite early to ask to clean. All in all a pleasant stay.,Date of stay: February 2015
ruvinivavuniya,HAIR IN THE FOOD/HARD TO PAY A COMPLIMENT,Its a hotel under state control and shows it in the staffs' clothes and manners: dressed more in the style for a  cheap casino with a heavy hand in the handling. Main restaurant was full of Indian delegates behaving well but the food was atrocious and had to report HAIR in the food-offered a free desert in return  was declined. Probably because of extensive renovations under way. Been here before - so changed  Hard to pay a compliment but needs reorganisation at the top.Had lunch and ran away.,Date of stay: February 2015
Ihthisham Mubarak,Birthday cake,Oh my god seriously I think either Mr Hilton does not care how his name is tarnished or they have some crappy service. Cake selection is worse than a road side bakery and the price is for those with diners club. Would never advise anyone to buy a cake from here and the icing on the cake is the next to nothing service you get,Date of stay: February 2015
PeterClaridge,,,
Amit Dipak C,Heart of Colombo,"Hilton is in the heart of Colombo and all the best places for a visitor are quite close by. The staff at Hilton are very warm, gracious and friendly. They are also efficient and professional. It was a pleasure staying at Hilton.",
SamsonSG,,,
highburychampion,Quite disappointed,Booked here for a week based on the brand name Hilton.  Overall I was quite disappointed with the hotel.  It feels dated and tired and the service is certainly not what you would expect in the Hilton.  I definitely will not stay here again.  Local advice in Colombo is that there are better 5 star hotels and I will take that advice in the future.,Date of stay: March 2014
Bruce010,Excellent tourist hotel,"Clean, comfortable, safe and well equipped.  Very good location.  Top service, and the hotel cars are a great way to get around for a reasonable price.  Very good food and the nearby 'Ministry of Crab' restaurant is world class at a bargain price.",Date of stay: June 2014
Nidhi_onroad,Excellent Service and location,"Its a business hotel, so do not expect a sprawling resort. The hotel is located in the heart of the city. Next to the hotel is the world trade centre with many shops, cafes, Sri Lankan Airlines office. Opposite is the Dutch Hospital Complex which has been converted to an entertainment area with multiple restaurants/pubs and shops. A short walk away is the beautiful sea face (also visible from many of the rooms). The staff is extremely courteous and helpful. The rooms are spacious and comfortable. The morning breakfast buffet is pretty good- with lot of Indian food options. I have stayed at this hotel multiple times and would love to go back again.",Date of stay: March 2014
Atia Julius I,thank you,"it was my first trip to Sri Lanka and to Colombo and it was a great experience. i enjoyed the stay, the spicy food, especially the sea food. if i have the opportunity, i will like to repeat the experience",
John H,Hilton Hotel Colombo,"This is an excellent hotel.  Everything about the hotel was fantastic.  From the person that opened the car door on arrival, through to the receptionist, the person that called the lift for you to the room size and quality this was an excellent hotel.  I stayed six nights on a business trip.  The room was first class, the staff were the most respectful I have ever seen and the quality of food in the many restaurants was wonderful.",Date of stay: October 2014
Rissala,colombo holiday,A great place with fantastic staff and great service. The parking is a problem. the food is fantastic and their sea food is great. the hotel is clean and offers  great view of the ocean front.  Though due to too much construction activity there is limited sea view which is clutter free.,Date of stay: January 2015
408bharathk,Excellent location and Excellent Staff,"I had stayed for 5 nights and had an amazing experience, There are nice restaurants nearby. I Usually get bored by staying for long in the same hotel, But here i had cozy and comfort feeling when i reach the room. Room deco and is spacious and had a very nice ocean room which was given upon the request. I would definitely recommend and prefer when i visit next time to colombo",
tmh-dsd,Wedding Function,Visited a wedding party in December. Good food and excellent service. Nice setting. Parking was a terrible experience. Poor wash room facilities. Expected to be better. More lighting in car park and path ways suggested. Recommended for events.,Date of stay: February 2015
TheNoseyBears,"Good standard, central","The Hilton is near the sea front, with good views from the upper floors across the inner lagoons and city.   There are a lot of staff, all attentive and helpful.   My room was a good standard, with a large picture window looking across the city.  Wifi connection was patchy and I had to sit at one end of the room to get a signal.  The bar on the ground floor was elegant - good service.  Some of the restaurants were undergoing winter renovation.  I didn't use the pool or outdoor restaurants, but they looked good.  Good choice of food at breakfast and I enjoyed trying the Sri Lankan dishes.",Date of stay: December 2014
Hakan12368,Perfect place in Colombo,"A nice 5 star hotel, with everything that you need for a perfect business and / or vaccation. Many restaurants, a nice pool and nice staff that will help you with everything you need. They arrange pick up and drop from airport and you can rent a car for a few hours or several days.",Date of stay: December 2014
Sanjeewa A,Lovely Wedding,We attended a well organised family wedding. Stewarts were well trained and new their tasks very well. Arrangemnts are simple and professional. Food is great. Welcome drink is great. Food quality is fabulous. Thai red chiken curry is the best. Desserts are equally great.,Date of stay: December 2014
VSuja,Good stay,"This is my first stay in a Hilton.... My husband who travels often and stayed in Hiltons in other countries insist he would only rate Hilton Colombo only 2 stars. Service needs a lot of improvement.... But location and view was awesome. Check in took forever and there were couple of issues in room also which took forever to resolved. The thing we didn't like is they believe that they can get away with bad service by giving complimentary upgrades... Which we refused take. In check in itself when we complained about delay, the lady just said that she will give us a higher floor as a compliment. Then again in room the hair dryer was not working and some problem with the safe... After repeated calls to help desk, we asked to talk to the manager. I have to admit he came to the room",Date of stay: December 2014
Richard S,Close to all the city sites with Hilton quality,"Executive lounge and breakfast was very good. Confortable beds, super WiFi connection. Very friendly staff, nice little pub on site. Easy walk to nearby restaurants I will stay here again and recommend this hotel.",Date of stay: December 2014
SDetraz,Simply breathtaking,"This is by far my favourite Hilton ..... Location is totally amazing and the views from the restaurant are simply stunning.   The restaurant is amazing, with 2 huge chandeliers commanding the room, this is the perfect setting for dinner and to admire the view.   The standard rooms are very well designed and are very comfortable. Property is amazing and would suit both business or leisure travellers.",Date of stay: December 2014
Gegi V,poor,Location is perfect but the room look really old.  Service is not perfect as well. For  this price you can get much better hotel in Colombo. If you want to get to the swimming pull you should use the shuttle.,
advisorSuva,excellent service,An excellent hotel- great location and the staff is excellent.  The location is great for an evening stroll on the beach. The breakfast is great as is the executive lounge. The staff are all very kind and thoughtful- if you want real ginger tea they will get it for you! My wife and I were there and they upgraded us to a suite! Fantastic!,Date of stay: May 2014
Anastasia008,Hilton Colombo,"Nice hotel with beautiful ocean view. It was a pleasant stay and I would certainly stay again on future trips.  The hotel is a bit dated but was really nicely kept and well maintained. There is tea and coffee making facility in the room and a very nice room service menu. Wifi is free and pretty fast an absolute bonus if you want to catch up on your emails or browse the net. The food was unique and fabulous.  The most notable outstanding feature of the hotel was the staff. They were all friendly and helpful with big genuine smiles. I was very impressed.  The hotel is located close to the biggest railway station, from where we took our memorable trip to Kandy. Another few steps and there is world trade center, bank, money exchange booth, supermarket, some local shops and",Date of stay: November 2014
JamesNine,Great Stay,Had a one night stopover at this Hotel. Stayed on the Executive Floor and had a very warm welcome at Reception. Was given an upgrade of room to a suite. Snacks placed in the room with 5* cuisine Facilities at the Hotel are excellent. . Staff were determined to ensure that my stay was wonderful. Great Spa and pool area. There is some building work ongoing at the Hotel.but it is not intrusive. The spend on my room was well worth it and I recommend this Hotel and only 30 minutes from the airport.,Date of stay: January 2015
Rajesh K,Beautiful location / Excelent service,The service / the View all have been worth commenting on - especially the blanket were so cozy that didn't want to leave the room ... The Bar is a must try location - Didn't see much verities for breakfast as compared to the others but was fairly good. I believe renovation work is going on when I was there in Jan15,
Samantha B,,,
Matthew A,Hilton by name only,"An ok hotel, but not what we were expecting. Fair enough, they were undergoing renovations - but the appearance of the place doesn't provide an excuse for poor food. Hilton? Really?  Wifi is free, but slow. Buffet was large, but poor quality. Bar was inexpensive but small. If I wanted an average hotel, we would not have booked - and paid - for a Hilton. A minor point perhaps, but I just have to mention it: the reception area...I have honestly seen more welcoming and charming hospitals.  Maybe we are used to better hotels and Sri Lanka has a slight 'charm' that allows us to see the place through forgiving eyes, but after a long journey we checked into a room that smelt of urine and were woken by the aforementioned renovations being undertaken in the room next to us. If we were",Date of stay: January 2015
Viduruwan,Simply Superb,"Visited several time here for lunches,Drinks and dinners . Their services are simply awsm.   The food in their restaurants are prepared by one of finest chefs and .My favorite places/resurants of the hotel are the curry leaf , Spoons  and Echolon Pub.  Worth for the money.",Date of stay: January 2015
Shailendrakumar... J,Thank  you Eranda Hotel reception staff,"Thank  you Eranda Hotel reception staff for being so nice, warm and supportive.Soon to have more trips to this place . Big thank you to you and your staff for taking care for me and my team . Thank  you Eranda Hotel reception staff for being so nice, warm and supportive.Soon to have more trips to this place . Big thank you to you and your staff for taking care for me and my team",
drdsroyagartala,,,
Hwa Jin K,"Visit ""Hilton Colombo"" for business trip","Condition of room is perfect and there is anything you need. I visited for business trip. Internet condition of room is good. So there is no disorder to work. And breakfast is good. I think it is suitable to all people. All staff is very kind. Location of hotel is near to sea side. And around of hotel, there is many temple and it's easy to feel Sri Lanka culture. When I visit Sri Lanka again, I want to visit Hilton Colombo again.",
Aneesa P,A Mixed Bag,"My initial interaction with the hotel was rocky. Despite numerous phone calls and emails I found that the reservations department couldn't complete the simple task of confirming the sofa couch for my children and it took a number of emails to get help with airport transfers. In the end I called the GM's secretary and emailed the GM. The matter was then dealt with within minutes. Unfortunately, our stay was marred by: 1. extensive renovations... Which meant that the grounds were out of bounds. These are badly needed as the hotel apparently hadn't had an upgrade with 27 or so years... Which you can see by the dated decor. 2. many guests were upgraded, incl us, to the exec floor but the upgrade meant that we lost the corner suite we booked so instead of being on the sofa couch in",Date of stay: December 2014
Rosamond S,One night stay,Stayed one night at the start of our 2 week tour of Sri Lanka. Was shown to a room with the best views I have ever seen they were amazing. The staff were very welcoming and attentive. Hotel is in a good position near the beach for an evening stroll.  The food for evening meal and breakfast was excellent and all the facilities although we did not have time to use them looked excellent. Would recommended for a stay in Colombo.,Date of stay: January 2015
Md Shawkat K,Friendly and helpful,"The staff were very helpful. I stayed for one night only so could not use most of the amenities. But the ones that I used were excellent. Tried the main restaurant for lunch and the Italian one for dinner. The food was great, the service was excellent.",
Chammer98,A return visit,"In my last review, about 4 years ago, I said this hotel needed a bit of a refurbishment which has now started. The builders work was being well managed and didn't detract from my stay.  The level of service, if anything, has improved with ALL the staff friendly helpful and polite. The exceptional Italian Restaurant (Du Pont) has remained unchanged.  In terms of value for money, this has to be the best top end hotel in Colombo.",Date of stay: November 2014
Shwetatravels,Great service,"I stayed at the hotel for three nights. Its an amazing hotel even though the rooms are a little dated. The views of the ocean also add that extra touch. The highlight of the hotel though remains the service. The staff is very polite, helpful and accommodative even if toy want to check out late. The breakfast spread is great as well. In terms of its location, its obviously the preferred location in Colombo with almost all good hotels centred around. The hotel swimming pool is across the road but works much better as the ambience around the pool more relaxed and holiday like. I didn't enjoy many benefits though since was on a work trip. Oh..the only thing is the television. Don't remember when I last saw a boxed TV in a 5-star hotel. That needs to be changed.",Date of stay: January 2015
Arif7,Great holiday for work or holiday,"Great hotel for a work or pleasure stop in Colombo.  The hotel has good restaurants, and the breakfast spread it good.  The rooms are good and the hotel also has a nice pool area which has an Italian restaurant and a   bar.   The location is in the heart of the business district (right next to the WTC towers). The Dutch   Hospital nearby has great places to dine and shop.",Date of stay: August 2014
Lloyd S,Great Stay & Excellent Service,"Enjoyed the stay at the Colombo Hilton in December. Great service, friendly staff - always ready to please. Good spread of local & western choices for breakfast. Would go back as a returning guest - once the renovations are completed.",Date of stay: December 2014
Maximus591,Nice place!!!,"Nice place to stay in Colombo but could use a bit of renovation in the rooms, especially the bathrooms. Overall it was a good place to stay in Colombo that we liked a lot and would definitely come back to again when in Colombo again best time :-).",Date of stay: January 2015
NCHT01,Ideal for business traveller,"Not the most scenic of hotels in Colombo by some way but if travelling on business and you want great service (especially in the Exec Lounge) and facilities then this is the place to stay.  Rooms could do with updating but always clean.  Great choice of restaurants in the hotel and close to many others if you go out.  Internet always works and good speed, something which a number of other places in CMB seem to struggle with.",Date of stay: October 2014
Minda,Capstone of our trip,"Our family to Sri Lanka had its ups and downs, with some pretty terrible experience in between, but this last stay was great to end the trip on high note.  It helps that they upgraded us to the executive floor, the happy hour snack in the lounge was very good, so after a terrible dinner arranged by our travel agent outside, we came back to the lounge and finished up with some snack. The service was good overall. Hilton did not disappoint.",Date of stay: January 2015
culture_vulture_15,Ok but not up to Hilton standards,This hotel falls short of meeting the hilton standard by a long stretch   The hotel feels very run down and could certainly do with being refurbished - the room and bathroom we stayed in on 9th floor were very dated and didn't smell very clean at all which was worrying (strong smell of urine on entering the room - the carpet definitely needs replacing!)  The hotel food was average - we had the evening buffet and breakfast buffet in the spice restaurant   The hotel bar was nice and has a good happy hour   We didn't use the pool so can't comment on that   The hotel is in quite a seedy area of Colombo. There are nicer areas elsewhere   The hotel staff were helpful and pleasant - check in and check out were smooth   Not a great hotel overall - average at the most - definitely not up,Date of stay: January 2015
Ju_and_Zo,,,
Ming T,High service quality,The room are great and especially the hotel service is super. This hotel provides the comfort needed for both business and holiday traveller. The location is good with access to different types of food in the area.,Date of stay: January 2015
andrew p,honest staff,good service and the hotel staff are honest. I left my phone at the locker room and I was able to get it back. the staff are very friendly. one of the staff returned my watch which I left in the safe. though the hotel is now undergoing renovations.,Date of stay: December 2014
Kellie B,Great introduction to Colombo,"We enjoyed a very pleasant two nights at the Hilton Colombo. The service at the hotel is excellent, the staff are welcoming and friendly.   The level of service and location of the hotel make up for the inconvenience of the current renovations and the overall slightly tired appearance of the rooms.  The pool area is lovely (it is currently only accessible via a prompt shuttle bus or very short walk). The food and drinks were all very reasonably priced and of a high quality.  If it is your first time in Colombo the Hilton is a good base from which to explore the city's sights.",Date of stay: January 2015
khalid a,"Great location, food & hospitality","I am glad I made my booking at this hotel. The rooms were nice & clean , service was always pleasant and accommodating. Food was amazing and overall it was a great experience.  I am glad I made my booking at this hotel. The rooms were nice & clean , service was always pleasant and accommodating. Food was amazing and overall it was a great experience",
Ravenwo,Good Business hotel,"The Hilton Colombo was a good hotel to stay at for business. The hotel is a bit tired, and could do with a refresh, particularly with all the other new hotels springing up in Colombo. The service was excellent, however. The gym and spa are a little disconnected from the hotel, and the spa is rather amateur.",Date of stay: November 2014
Subhendu R,Leisure stay at Hilton Colombo,"On the positive side, the Food and Hotel Services were very good. The staff was quite accommodating once they understood our request.  On the negative side, two things stand out. (1) we had made the booking 2 months in advance and had requested for a specific type of room. That was not made available when we landed. (2) The hotel was undergoing renovation and some key restaurants & facilities were closed. We were not intimated in advance and the 'remaining' hotel looked out of character.",
Carl-Thomo,Shameful Hilton - Worst Hilton on Earth,"If you are expecting a Hilton experience, you are in for a real shock. This is not like any Hilton as you may have experienced before. At the very best this hotel should be classed as a 2 star Hotel, and I am being very generous in offering 2 stars.  This Hotel should be immediately closed down, I paid a lot of money to stay there and when i arrived for New Year there was building work going on, and the hotel looked like it was in disrepair.   Please note that this so called #HiltonHotels Hotel is actually on two separate plots of land, one plot for the Hotel and one for the pool and pool bar. These plots are separated by a main road, so if you wish to use the old pool you have to walk and cross the road in your swimming wear!, or use the Hotel shuttle.  Only saving grace is the",Date of stay: December 2014
Jbps,"Under renovation, old, but still great","The hotel is currently being upgraded. We had a nice room which is a bit old-fashioned, but nice and clean. The staff is very friendly and the food and breakfast is good. Staff at the executive lounge is very professional, friendly and helpful.The massages are very good at the hotel and at a reasonable price. We enjoyed our stay despite the construction works which we never heard but just saw, because some of the restaurants are closed. The New Years Eve party by the pool was great. The location is perfect to explore the city. This is still 5 star service live!",Date of stay: December 2014
