name,review_title,review,date
Vladimir S,Probably the best option for business travellers in Colombo,"Awsome views, nice staff, very good breakfast  good location   This hotel is more for business and couples.  Not too suitable for families - didnt see anything for kids leasure.   The restaurant in reasonably priced, the minibar is not. So if you want alcohol after 10 pm? better stack up well in advance from a store.",
annagrie77,,,
elaine b,ABSOLUTELY FABULOUS HOTEL,"Everything about Movenpick  Hotel was spectacular. The staff at check in welcomed me like a rock star. Nimesha, the host at check in made me feel like a very special guest. Her approach to customer service was genuine and effortless.   The rooftop pool and bar was the highlight of my stay. The views were spectacular, the staff  anticipated my every need. The buffet in the restaurant was beautifully displayed and delicious. My room was nicely appointed, the bed and linens were incredibly comfortable. Everything is brand new and pristine!  Most importantly the entire staff at Movenpick went above and beyond to make my stay a stellar event.",
Emily N,,,
Yazblu,,,
Thushds,,,
Msouthgate_911,Top Hotel,"This hotel is fantastic, from a warm welcome I received upon entering to the lovely clean and comfortable rooms to the delicious breakfast and the easy checkout experience, this is definitely a hotel worth staying if you are in Colombo",
skeneb2017,,,
smokefreetraveling,A pleasant   new hotel,"Stayed in  total of 8 days at the beginning and the end of my trip to Sri Lanka. We had a very busy schedule and were very tired after a trip from the  US. The hotel was an excellent place to rest, carry out work and meet with colleagues and freinds. The hotel is new and pleasant. Located 5min walk from several embassies, and short cab ride from other center hotels. Rooms vary in size where corner rooms are spectacular. The non-smoking rooms were really non-smoking.  The hotel team was very helpful including helping find the room size and location that fitted my needs, help in arranging transportation and tending to different needs arising during  a long stay in a foreign country. Note that though every one speaks English, some times accents can be tricky, so be patient and keep",Date of stay: July 2017
ClearGoals,Not a 5 star property,"Check in process too long. Quality of food is average. Sea view rooms are not worth the cost. Problem with air conditioner first night, but the technician fixed shortly after reporting. Service in the buffet breakfast is below average.",
c123452014,,,
Dilruba C,Mrs,Please check your POS machines. My card was not honored today and I have a balance of more than USD 5000. I had to wait four bloody hours for someone to refill tissues in our suite. Is that what you call service?,Date of stay: July 2017
sakhan67,Rooms and reception lobby are  small in size.,"Good location and sea beach is 10 minutes walking distance. Good market is adjacent to the hotel. Staffs should be more skilled and smiled.Breakfast is not  excellent for No Veg people. Rooms size is not big  as 5 star hotel. But window is very excellent ,floor to ceiling glass window. Travel desk and concierge staff should be more skilled ,very disappointing .",
Nik G,,,
BNJO86,Beautiful new hotel in the heart of colombo,The hotel features comfortable and spacious rooms with modern decor. Very comfortable beds and the bathroom features a shower with an ocean view vista. Staff are amazingly friendly and helpful. Breakfast buffet is superb. Shopping mall right next door.,
adrian_leow,Movenpick Colombo,Overall stay was good but can be better in term of service wise. Room was great as it is much more bigger and comfortable than expected. Ocean view is appreciated. Food wise considered not bad as compared to other in Colombo. It is also very convenient nearby as there are shopping centre and others.,
838shadyj,Movenpick Hotel- Colombo Review,"I appreciate the approval made of my request of late check out, but I believe that room service shall be modified I did not find water in public toilets (Restaurant and Pool), I had got 2 small bottles of water for 2 days stay which is not enough .",
Shamsuddin H,"simple, easy and sincere hospitality","I would love to avail your hospitality again..   1.You might have the option of different types of vehicle facility like vans, mid-sized SUVs, etc. 2. Swimming pool should have up-gradation. Hot water facility and others.",
mknaamani,Good location,Good location New modern designed hotel REception lobby could have been designed better to match rest of hotel Outside design is very modern and attractive Hotel should have sufficient city tour guide and arrangements.,
R2264SLlaura,Excellent cost benefit! Is a five star hotel with to a very reasonable cost. Highly recommend it.,Great service. The breakfast buffet is simply amazing! The bars are good also and the restaurants offer you enough options to have a different meal everyday for a long stay.   The spa is also worth to check...,
appellj,Outstanding hotel in the heart of Colombo,"The Mövenpick is a welcome addition to Colombo's hotel scene. It's conveniently located in Liberty Plaza and has excellent restaurants, including the best room service meals I've ever had. The infinity pool on the top level overlooking the ocean is gorgeous. The staff was very courteous and professional and made me feel welcome and cared for. The room was beautifully furnished and very comfortable. My room was so quiet that I wondered whether there were any guests in the adjoining rooms at all, but I was told the hotel was fully booked.",
Oceantics,New hotel getting everything running smoothly,We stayed at the Movenpick before its grand opening. Nice smallish hotel with very good restaurants and comfortable upscale rooms.  The GM was very accommodating and acknowledged that they were still working out some of the bugs.  Would stay again.,Date of stay: February 2017
Sameer S,New and Nice Hotel,I stayed at this hotel for a day early this month.Before my stay I received an email from the hotel to upgrade my room to sea view which I did. It was a lovely view of the Indian Ocean. Location is very central. Rooms are well appointed with all the amenities one would require. The bed is very comfortable. The bathroom is nice with a large window which gives the views of the indian ocean.So one can take a bath with a view! Wifi is free and fast. Breakfast was excellent. Especially the local variety of foods offered were top notch.Service in the restaurant was very attentive. I would love to return to this hotel again on my next trip to Srilanka.  The only negative which I would like to point out is that the lobby area is a bit small with very few seating spaces. If big groups,
Lee G,"Looks of a 5* Hotel, Service of a 2* Hotel. Such a shame.","I was really looking forward to experiencing the 'newest 5* hotel in Colombo'.  Upon arrival at 8:30PM, I was told to take a seat, where we received our complimentary drink.  After 30min, I was told that housekeeping have said that our room wasn't quite ready and we were offered a coffee.  Another 30min passed. A member of the front desk staff informed us that the hotel had overbooked the hotel, and a lady hadn't checked out of her room, so we would be downgraded, but allowed to move the following day to the room we had booked via the hotel's own website.  Upon stating my disappointment, I was told 'it was OK, because I wouldn't be charged for the Jr Suite for the nights I was downgraded, only the Exec room'. Gee...thanks.  I was assured that I would be contacted the following",
gsg49,New hotel in Colombo,"Recently opened hotel. Excellent, friendly staff. Ask for high floor with ocean view.  City view rooms are very noisy. Excellent breakfast buffet with western and Sri Lanka dishes. Try the egg hoppers.",
Poojanigam,,,
Hiran_Kodi,Great place. Amazing service. Had a unforgettable event.,"The hall (Mont Blanc) where fantastic. and the staff was very supportive and helpful, The hall is absolutely beautiful and the food was the best! This place absolutely has a special place in my HEART.  Specially I need to mention some names from the staff, DINIDU, DON and CHEF  (Sorry chef I forget your name) Movenpick hotel is a very new in Sri Lanka.  But it's absolutely amazing place.  Good luck MOVENPICK.  see you soon.",Date of stay: July 2017
janaka r,"Amazing experience.very professional staff,",I join last week function at ball room in cocktail event at melwa rolling pvt.ltd. very good service friendly people and also specially thanks mr.Don Sajika mahesh very good person and very helpful.  I live in Maldives.i came to visit Sri Lanka.that time I got invited to the join the event.thank to your hotel staff.,Date of stay: July 2017
GPJ,Robata Grill & Lounge - Not value for money,"This is a Japanese restaurant & went there for dinner ,mainly for a Grill . It was not upto the mark of a five star. Portions of what we ordered was very small & not that tasty. The Margarita cocktail was also not that great compared to what is served in other hotels. The staff was helpful and the ambience of the restaurant was great. Overall its not value for money.",Date of stay: July 2017
Karunaharan K,,,
Robert T,Newest 5 Star lived up to expectation,"We choose this newly opened hotel in Colombo as this is the first 5 star hotel to open in 25 years. Friendly staff welcomed us with drinks and towel when we arrived. Checked into a room with full see view. Even the bathtub has a view of the ocean. The staff at the hotel were attentive and friendly. Daim attended to us during breakfast and he is a staff that deserve commendation. Very helpful and polite and provided excellent service. There's also a gym where you can exercise while overlooking the ocean and the railway station. We had dinner at the Japanese restaurant Robata and the food was excellent. Will definitely recommend friends traveling to Colombo to stay there. On a side note to the management, I thought the toiletries provided were a little difficult to unwrap with the",Date of stay: July 2017
Niranjan G,Extremely unprofessional experience,"My first visit to Sri Lanka in my 27 years of travel. Having travelled to 60 countries on a regular basis, i decided to visit this emerald island for the first time. Had seven beautiful, magical days in Sigiriya's Vil Uyana and the Ceylon tea trail hotel.  And on my wife's birthday i land up in this extremely unprofessionally managed property.  Despite having confirmed, paid booking for 3 nights in a particular room, the front desk decides to downgrade me without assigning any reason. When we go to the room and i realise this is not what i paid for, i go down to the front desk, am made to wait half an hour to be told the hotel is overbooked.  What a shameful start to my wife's birthday evening.  Thank you Movenpick.   As CEO of a large group based out of dubai for 27 years, i",Date of stay: July 2017
desihaze,Top class Hotel by the Beach!,"Stayed there 3 nights and had ana amazing experience. Very professional staff, positive attitude, and clean building. The rooms very spacious and the beds were super comfortable. Modern interior and delicious falafel sandwich. A must try! Not to forget the terrace with swimming pool and jacuzzi with the sea view is a great way to spend you late afternoon.  Special Thanks to lady manager in a saree (Forgot to ask her name) at our check out on July 10th, 2017 for making sure to add 25% discount that our membership card offered. :)   Can't wait to come back and stay with my family.",Date of stay: July 2017
janak176,Highly recommended,The hotel was very neat and on a professional level . Highly exceeded my expectation. The rooms where realy modern and everything was provided and thought of the details . I highly recommend to book a night at this hotel,
K9-Shah,Awesome Experience,"Great property, excellent location... professional and friendly staff.... luxurious rooms.... i have been to srilanka more than 7 times and so far the best experience in terms of Night stays...highly recommended..",
mpopal,Moven Pick Guest,"My stay at the new Movenpick Hotel in Colombo was wonderful. I enjoyed the service and quality of the hotel. The food restaurants, amenities and the convent location of the hotel made it easy for me to travel around Colombo.",
Yudishtra,Great place to lay over in Colombo,"Although a newly opened hotel, service and quality was that of a seasoned hotel. Breakfast was awesome with a great selection to choose from. Location of the hotel within the CBD district made our travels around the city very expedient. Well done.",
terry939,1st time visitor and a very good first impression,"Very good room size, customer service, food and friendliness made this a very comfortable and pleasant stay. Buffet restaurant provides an excellent selection for both breakfast and dinner and a cool bar on the roof.",
900tissak,Place that you will never forget.,"Plan your holiday and make use of all the facilities given as this will be a very good place to chill out in the city. Good location, excellent food and if you can get a room with sea view it will be  dream holiday.",
Catarina,Fantastisk hotel,"Me and my husband stayed at Movenpick five nights on our vacation in Sri Lanka. Everything about the hotel is good. First of all it is new and fresh! Delicious breakfast, also the room service breakfast. Very large, beautiful rooms/bathrooms with nice view of the ocean, very well equipped and clean gym, good spa, (I tried the deep tissue massage) very friendly and service minded staff. We especially loved the rooftop restaurant and pool area on the top of the hotel. The lunches there were good. We relaxed there every day as it was the start of our holiday. I really recommend this hotel!",Date of stay: July 2017
Sellappa P,Friendly and Amazing place,"We were in Colombo on official work and this was the first time we moved away from the comfort zone of the other Galle Road Hotel at Crescat. This was a revelation. large airy rooms with a marvellous view, friendly staff, great food and a stunning roof top bar. The lobby is small but dont have to negotiate through throngs of people to get to the lifts either. A pleasant experience  and will definitely return",Date of stay: May 2017
duneehb,great food,Vistas Rooftop restaurant offers great unique cocktails and food. New luxury hotel with great service. Prices still bit above the other five star hotels in Colombo. They Don't offer happy hour like other hotels.,Date of stay: June 2017
DK1,,,
evita_chan,Senior Vice President,"Love to play a visit again provided stink smell issue have been resolved. Pls refer to my detailed comments. In addition, if package price can cover breakfast will be great. Spa quality and price are reasonable. Highly recommended.",
R252BJmohamedf,Overall good hotel,"New hotel, nice rooms, great facilities  But we hated the housekeeping because they kept messing up every single day of our stay. They come to clean very late in the day, sometimes past sundown and they seem to gorget putting towels every single day, we had to call them out every day for this but yet they somehow managed to forget it. One day they put the towel and when we came back to sleep the night the towels were gone!!!",
szeyenh2017,Great Service and brand new room,"Brand new hotel in Colombo, offer much better option to others old property with unreasonable price. Hotel staff doing really well & response on request are promptly. Only shortcoming is the shower is not able to provide constant temperature of water. It disturbed a little but the hotel staff change my room with upgrading to better room with great sea view. Late check out till 8pm was also granted without additional charges. Overall a great place to stay and I will definitely return to stay here in my future visit to Colombo.",
kingcheet,Good,"Thank you for the service. Nice but, have room to improve. The room is clean and big. The sea view is very good. The gym room is good & have a good trainer to guide us.  Restaurant is good, service is satisfy.",
Talal78,New and welcoming,"New hotel Welcoming staff Good breakfast  Big rooms facing sea (executive room) Location is good, near to all venues and ahopping mall. Spa is medium, need to umprove service there. Very nice pool bar and terrace on the roof top.",
kawljita,PLEASANT STAY!,"It was a comfort stay at the hotel. Rooms were great, cleanliness were near perfection, room service was quick. The breakfast meal could have much more options comprising of additional cuisines around  the world. All n all, it was a pleasant stay at the hotel.",
SFT118,,,
MenStyleFashion,,,
narmadan2014,beautiful modern hotel,"we stayed for 3 nights at this hotel.  it is a beautifully constructed hotel.  the rooms are very spacious and the bathrooms are nice and clean.  the bed is very comfortable to sleep.  we did not eat breakfast at the hotel as we had long day tours.  However at $16 a day, i think they are expensive.  The staff was very helpful and were very willing to help.  we did use the spa facility and the service was excellent and reasonable priced.",Date of stay: June 2017
Frank C,Restaurant need work but all else great.,The rooms are very nice as well is the staff. The facilities are nice and the roof top bar and staff are wonderful. The management of the bar is very friendly and attentive. The breakfast and lunch buffet while having a good selection was typically served cold in unheated pans. Would not recommend eating any buffets.,
Bernardo Cabot,Excellent!!,"Great experience. Extremely nice staff, always with a smile. Very comfortable rooms and good selection of restaurants and food. Very good roof top bar with nice views and swimming pool. A perfect place to enjoy a drink in sunset time. Thank you Movenpick Colombo. See you soon!!!",Date of stay: June 2017
Prasad W,"“Great new hotel, supportive staff and central location","Newly opened property in Colombo in January 2017. They offered Sea view upgrade to the room on Check in which was a plus. The buffet breakfast was great and nice restaurant environment. This is equipped with a Mansion which is a great place to be. The rooms are spacious, and had everything we wanted and more. The roof top restaurant and bar is a great experience too.",Date of stay: February 2017
Dinuka A,Great restaurants!,"This review is actually about the restaurants: Ayu, Robata Grill and Brasserie. We first dropped in to Ayu shortly after it was opened for dinner. The buffet had a decent spread and we enjoyed the ambience very much. The experience at the Robata grill was more enjoyable. The service and the food were very good. Our most recent experience was at the Brasserie restaurant. The service standards were very high and our waiter Sandun was at all times attentive, obliging and very efficient and gave us good wine and food recommendations. Everything was excellent  from the amuse bouche,entres mains and dessert.This is probably the best of their 3 restaurants and highly recommend the Movenpick restaurants.",Date of stay: June 2017
sld1963,"Fab Hotel, great location,value for money","Excellent, we enjoyed our stay....great staff, very courteous and helpful.  Break fast was good with a very nice mix of Asian/ Western and great value for Indian community.  The Hotel was full with a convention On-going but that did not matter as the  Staff was capable to handle the load.",
natalial115,Great place to stay at Colombo,"Mövenpick is a newly opened Hotel in Colombo. I stayed there for a few days. What I would like to highlight is the service. Everyone has always a smile upon their face and are really willing t help you. When there's something you need, talk to them and they'll solve it. The hotel is perfectly clean, they have a great chocolate hour, great brunch on Sundays. The transportation service is also very helpful and impecable.",
rsw325,"Great new hotel, central location with great staff","This is a new hotel in Colombo CBD. I stayed here for two nights and I had a room with a spectacular view of the sea and you could see the big ships in the horizon that are approaching or leaving the Colombo harbor.   Breakfast had a nice choice of western and eastern cuisine with a variety of traditional authentic Sri lankan food.   Gym on the 23rd floor is pretty big and has pretty much everything you need to keep yourself fit and sweating during a business trip and it also has a view of the sea.  Bedroom was quite big for a hotel of this size and had a pretty big, nice and modern bathroom too.",Date of stay: May 2017
IsuruMa,Nice food and even nicer ambiance,"I was there with few of my friends for dinner. The place was new and the staff are very attentive from the reception to the restaurant. There are few restaurants and we went to the AYE which is always open I think.   The salad bar is really good and the arrangement was awesome. The main meal options are limited but the limited collection they had was super tasty. Little disappointed on the mocktail I ordered though as this was totally off taste for me. On a general note the foods are above average except the mocktail.   Also we went there without a booking, but recommend that you make prior reservation.  After the dinner we went to the roof top bar, and it was just amazingly breathtaking view of the Colombo city. But think this beauty is maximized only at night. Really an",Date of stay: May 2017
Ti41084,,,
Santosh D,Good property,It was a good property  Enjoyed my stay there Wish they had better mattress but over all it was a decent hotel with a good service  The best part was there breakfast it was mind blowing  Would recommend highly,
S9205ZUkevinc,Good but needs to improve,The hotel is good but service and the smell can improve . I felt the staff was not able to handle so many rooms. The people handling the breakfast even though I told them it was complimentary kept asking us to pay.,
G.C.K,,,
Bridget W,"OK location, clean and tidy, fabulous food, awesome rooftop pool, odd service","The location is OK, a bit too far to walk quickly to the train station/CBD (but in fairness, most places would have this issue given how sprawled out Colombo is). The breakfast buffet is amazing - best food we had in Colombo, with heaps of choices, from bircher, made on the spot hoppers and curries to the Western style beans and eggs. Great bread/pastry section too as well as fresh fruits. There was a choice of restaurants in the hotel, all very good but priced accordingly. The check in process was easy, the staff friendly (and provided a refreshing drink).  The room was nice - a good size, with the usual things, like a TV, minibar, desk, alarm clock and a lovely bathroom with a large bath that overlooked the ocean (and a towel formed into an elephant on arrival). Unfortunately",Date of stay: May 2017
Daytripper1on1,Mostly good,Central location. The lobby area is small and unimpressive. The rooms are good-- way better than the cinnamon. Good gym with a sweeping view of the ocean. Service could be a lot better. Some of the staff try hard and put in a great effort but are let down unfortunately by the indifferent lackadaisical attitude of their fellow workers. The breakfast buffet is terrific -- big diverse spread and way better than the other hotels in Colombo.,Date of stay: April 2017
jayna613,Best city hotel in town. Nice view and big room and bathroom,Great gym facilities and spa. Rooftop bar is awesome with great view of indian ocean. Breakfast has varieties and booster drink served to guest individually is a great idea. Airport pickup is also provided with good service.,
ashwinpillaidoc,Excellent service,We had a pleasant stay. We absolutely loved the in room breakfast. The view was brilliant especially from the bathroom. The noise from the city is a bit of an issue but not too bothersome. The infinity pool was awesome too.,
237jacksont,Movenpick Hotel Colombo,Over all good stay and memorable experience.  house-fly in Japanese restaurant.   very nice and cozy roof top bar. well located within the Colombo  for business as well as shopping. good to have some other choice in term of meal.,
Rosemarie A,Thought a bliss but no way near expectation,We didn't stay at the hotel and had dinner at the 'Ayu Restaurant'. Had  the idea to visit here after seeing mouthwatering and beautifully presented food in their FB page. Welcomed by very friendly trained staff and modern architecture and all. The spacious restaurant had sofa chairs also for dining tables but too big and very uncomfortable to eat and specially not with a child. The presentation of food items were great as per pictures but taste was no way closer to the presentation. Not many options for the expensive price paid. The staff wasn't trained to use POS (maybe bcos newly opened) and asked to pay by cash and then they didn't had cash to give the balance. Didn't book with a prior reservation just walked in.,Date of stay: April 2017
Ruben U,"New, very good food but the hotel does not seem ready","The hotel looks great and the food has been really good... but several catastrophes in the room - no sound for the tv channel I had selected (the staff suggested me to watch another channel), smelly pillows, no water in the bathtub (I had to use the shower water to fill the bathtub).",Date of stay: May 2017
danmlynn,Really great hotel in the heart of the city,"Hotel is brand new (as of early 2017) and stands far above other 4-5* hotels in the city, literally and figuratively.  Roof top bar is buzzing, even on quiet Monday nights.  Rooms are well appointed and spacious.  Food is, as you'd expect with a Movenpick, exceptional.",Date of stay: May 2017
Ray2010,,,
nirosrilanka,AYU is the best!,"This is the best 5star Restaurant I've been to, the service is awesome love the food spread the Sunday brunch is great so many action stations with live music amazing staff. Love the dessert stations.",Date of stay: May 2017
Lakman F,Modern 5 star experience,"Very good staff ,always try their best .....! Front desk reception guess relation working very very hard. They are very good and wanted to give more comfortable stay at the hotel. Very unusual location when I saw the executive lounge. No Sea view in third floor, easily relocate into 20th floor or more higher...",
Chandana S,Exceeded Expectations,We had our press conference in this brand New Hotel in Heart of Colombo Business City.  We went to to hotel and found everything was well arranged the way we wanted. However we had more people than we expected and we informed the manager on duty and they announced as a crunch situation to our surprise the entire management team can and assisted we and our guest were so delighted. We saw a great Management Commitment .  Everything went off very well as well as the Cocktails at the Mansion Room in the Ground floor. It was an awesome Venu for a cocktail event. Food was very high standard and choice was amazing. Service was wonderful. After the end of the event the organizing committee had the post Mortem in the Roof Top and we got some amazing cold cuts and cheese. It was so great,Date of stay: May 2017
Geoff-SW4,Absolutely amazing rooms but a few problems elsewhere,"The room is one of the best I have ever stayed in: great contemporary design, stunning floor to ceiling windows with a beautiful ocean view, and possibly the most comfortable bed I have ever slept in. If your main focus is the room I don't think you can go wrong here.  However it didn't quite feel like a 5-star experience otherwise. Service was always incredibly friendly but often painfully slow (especially at check-out). Wi-Fi didn't work in my room throughout, and the hotel was unable to fix.  The rooftop bar and pool is lovely - but it often gets very windy or rains, and so the bar closes. When that happens, the alternative option is nowhere near as nice, and is a windowless bar with little character. It feels a shame not to have another indoor bar to enjoy the famous Colombo",Date of stay: May 2017
Imran S,A smile is worth a thousand words,"My stay here was brief and connected with the performance of Michael Learns to Rock in colombo , since the this was the hotel where the band was staying , the hotel itself is new , rooms spacious in comparison to most business travellers hotels , food excellent , roof top infinity pool and bar ideally located with the sea on one side and a birds eye view of the city on the other , but what prompted this review was actually the friendliness of the staff from the doorman , the valet to the rooftop bar staff they were all smiles and eager to please , even in gale force winds which we had one evening while there , a special mention of Ashvinee, the Guest Relations Manager who very efficiently handled our check outs with a freindliness and quiet efficiency which ensured a hassle free",Date of stay: May 2017
ghadoo33,,,
singap0re2017,Excellent view and room,The hotel looks new. The service was excellent. Staff were friendly and eager to help. The view was excellent. The rooms were clean and built with quality in mind. Excellent for couples. Good place for dinning.,
Raintree_Thailand,"Clean, new and modern!!","Just opened at the beginning of 2017, the Movenpick is still very clean and modern. Let's hope the management will maintain it and not let it run down as is all too common.  Service friendly and efficient.  Rooms bright and comfortable.",Date of stay: May 2017
Ildar-Tash,Wonderful place to stay,"Our conference at the Movenpick went smooth. We surprised with excellent services, friendly staff, new facilities, fantastic rooftop pool, great Executive Lounge. Hotel management provided us with some free upgrades. I recommend this palce for any kind of events in Colombo!",Date of stay: May 2017
Mufaddal H,The buffet is good but not great,"I went to the buffet on Saturday night. The restaurant Ayu was pleasant, the was a good spread of food. I guess if I was staying in the hotel it does serve its purpose but i wouldn't  visit it again specially for a dinner. the buffet cost 3300/= SLK. the best thing that i truly enjoyed was the Kothhu which they have a special counter but thats all i really enjoyed. Was it worth 3300/ i wouldnt say so, There are other restaurants the french and japanese one. must try them out actually I think those would be much better",Date of stay: May 2017
543vivekr,"Grossly overcharged for the minibar, no water in the property for over 5 hours","The bathroom kept clogging up, there was no water in the property for a good 5 hours, repeated calls to the front desk went unanswered, we had to actually visit a shopping complex to use the toilet. On checkout we were charged for minibar items that we didn't consume, the person manning the front desk didn't heed our complaints. As we were late for our flight we let it go.",
A8565TWabdulrahmana,Guest,We had good time We enjoyed it Tge Breakfast was excellent We also had dinner it was nice  We stayed one night we will come back again Shopping mall liberty near the hotel The staff were nice helpfull  I like,
ky288,Great Hotel and Facilities,"Fantastic hotel, opened not too long ago. The breakfast buffet was amazing and the infinite pool overlooking the beach was fantastic.   Rooms were clean, prepared beautifully. The shower was a bit of a surprise - you can actually shower with the blinds up for the public to see...?!   The bar upstairs is perfect for after absorbing the great views from the pool. Friendly staff members at the bar.   They were also doing Movenpick chocolate and ice cream tasting at the lobby when we were there. Not bad for some cross promotional activities; not that we were complaining considering we got to eat them all :)  Only thing that we were disappointed with was during check out where we had to ask for assistance despite there was a couple of staff members at reception.",Date of stay: April 2017
432nabeela,Good breakfast spread and ok service,"I took my family out for breakfast, the buffet was good compared to other Colombo 5 star hotels, but the service could've been little more attentive. It took almost twenty minutes for a waiter to come and ask if my kids wanted some water and if I preferred any other drinks other than what's left on the buffet (lost sales opportunity as my kids and I prefer mineral water and special juice mix). The manager and the waiters were occupied setting up one side of the restaurant for an event or lunch, and missed out on welcoming the few guests still coming in at 10am. The juice counter lacked attention and jars empty at 9:45am, fresh watermelon was only for someone looking for fresh juice, the rest were from a packet I think. There was a healthy corner which is good. The food labelling",Date of stay: May 2017
shyamane2017,Loved this hotel !,A nice hotel with  spacious well designed rooms in the heart of Colombo city . Staff were friendly and helpful . Nadeesha from the restaurant was very helpful and made us feel welcomed with her warm personality. Overall I would stay at this hotel again and would recommend this hotel to anyone .,
sanjeewajayakody,Great fit out except for people who want to sleep,"Great fit out with lots of new plush fittings. Way too much nightlight creep into the rooms, curtains and blinds don't cover the edges enough. Beautiful infinity pool but the pool fence worries me with the height of the glass fence and distance from the edge of the pool when having kids who could easily stand up on the flat edge of the pool in an instant.",
ivpaul,5 star service,brand new hotel with good location.visited  Ayu for lunch with my friend. quality food and drinks. service was with high standard.staff were  well trained.specially I want mention Nadeesha.she was very friendly and polite.she is a super active lady. I will recommend this restaurant for anyone. I'm pretty sure that you will get the 5 star service at the movenpick*****,Date of stay: April 2017
OneofmanyMikes,Great Customer Service!!,"We called into the very new Movenpick Hotel in Colombo, Sri Lanka.  It's a recently opened hotel in the centre the city.  Very nice, stylish, clean.  We were particularly impressed with Richie from the Information Desk. He was extremely helpful and gave us all the detailed information we were looking for. He has excellent English (and I believe he also speaks Chinese and other languages, but we could not check this as we don't know any :-) .   As Richie was just finishing his shift, he  hailed a tuk-tuk, negotiated the fare with the driver and even accompanied us part of the way to our destination.  Service beyond the call duty!  I wish all hotel staff were as as friendly and professional as Richie.  And just in case you suspect we're related to Richie - no, we are not, we were",Date of stay: May 2017
Kai Wei Y,"Brand new, nothing to fault","The hotel opened early this year, so it's almost brand new. The maintenance and cleaning is extremely good, so it looks like they'll be able to keep it looking impeccable for a long time.  The location is great, next to a small shopping mall with BK and Coffee Bean, there is also a 'supermarket' (Colombo-style) which is a mix of wet market & small grocery shops. But you'll be able get some supplies if necessary which is great.  I enjoyed my stay at Mövenpick.",Date of stay: May 2017
Tiina T,Great new hotel,"Movenpick Colombo was a great place to stay, the hotel is new so the room was clean, spacious and comfortable. As the room was high up the traffic did not disturb at all, the room was quiet and peaceful.",
danzoid2017,Outstanding customer focus,"The team at Movenpick certainly goes out of their way to ensure guests have a memorable stay. The initial impression was bad since the room we checked in to had network problems with tv/phone/wifi not working. Although an annoying start, the team led by Ashvinee ensured that we had an incident free stay for our 3 nights post that and further delighted us with small pleasant surprises. The customer focus is strongly evident across the whole team from front desk to room service to house keeping. Compared to other hotels I have stayed in Colombo, I rate Movenpick far high on their customer friendly approach and also currently the best rooms in Colombo. The infinity pool on the 24th floor is a not o be missed experience. Overall, I strongly recommend this Colombo stay with great",
ecmaker,Business Trip,"New Hotel , very nice and  new hotel , with good location easy to get around and with eateries nearby  , beds are excellent and so are the pillows , quiet rooms with decent internet , somewhat stingy with the bathroom amenities and they don't have Movenpick Ice-cream in the hotel ??",
BigMo2014,5* rating,"My wife and I had an amazing 2 night stay at Movenpick. The experience was flawless. The staff, food, room is everything you would expect from a 5* hotel. We were located on the 20th floor and the views were amazing.",
Sash0084,Ayu Restaurant,One of the best buffets I have been to in Colombo. A really extensive spread that was all about the quality rather than focusing on just quantity. And extremely attentive staff. Plates were cleared promptly and staff were always at hand to provide drinks etc.,Date of stay: April 2017
aasadi,Excellent Hotel,Brand new experience in Sri Lanka! Great roof swimming pool and lounge. Amazing view from the rooms facing the ocean that also had side view of the City. Very good breakfast with great veriety and very nice staff.,Date of stay: April 2017
briankW4508ZD,Great first impression of Sri Lanka,A new hotel with many young staff who are enthusiastic and well supervised by their managers. Helpful staff  who were genuine in their efforts to make our stay enjoyable. We liked the chocolate hour when young confectioners showcased their creativity each day in the foyer ... nice to talk to them about their efforts ... different experience.,
enkayenkay,Superb experience,"Excellent rooms and service and dining experiences. Good location and bright, clean, fresh look throughout. Staff are extremely helpful and attentive. Would very well recommend.  Ashvinee was superb in her hospitality. .",
KuwaitFeathers,"Excellent Staff, Service and Rooftop Bar/ infinity Pool","The location of Movenpick - Colombo was in the heart of the city. Everything, was close by. The Staff was very helpful and courteous from check-in to check-out and always wanted to help with whatever they could.",Date of stay: April 2017
Captjun,Getting their Act together,"Its new, well located, the sea facing rooms are lovely and spacious as are the bathrooms with deep tubs looking out over the Indian Ocean. They are about 3 months old at this time and issues with the electronic room key needing to be re-zapped and re-initiated are there. The roof top infinity pool on the 24th floor was lovely. While the Housekeeping response is very slow the the Sri Lankans are a so very warm, friendly and extremely gentle people that everything is overlooked. Ready to help and always smiling. Am sure they will be running to higher standards in  3-6 months.  They need hooks or fittings to hang a gown or extra towel or clothes in the bathroom.",Date of stay: April 2017
Charmkaraperera,Lunch at Movenpick,"Good Service and a good meal for the value we paid. Since they said they didn't had High tea, we ordered from the Ala Carte . But i did feel like the restaurant was bit congested . But the location was nice",Date of stay: March 2017
392marty,Excellent Hotel,"After a long and exhausting day from sorting out our visas we were pleasently created by the hotel staff upon arrival. They made the check in process a breeze.   The room was very clean, spacious and elegantly laid out. We did request a bath but the hotel was unable to provide one, the shower was quite refreshing. Also the bed and pillows were extremely comfortable!  The rooftop pool was a nice way to cool down on a hot day, although the 6pm closing time is a little too early!",
shirmi,Found hair in food,"Three of us went for dinner in Brasserie (their French restaurant) soon after receiving our food, my friend noticed there was hair in her food. We were so taken back by surprise. After we informed them the food was taken back. They offered a glass of wine to my friend on the house. This is movenpick and the least they could do is provide hygienic food to clients.",Date of stay: May 2017
