user,review_title,review,date,translated,entities,sentiment,sentiment magnitude
Dasha_Vyazemskaya,Rooftop bar was the highlight,"Stayed one night in this hotel. Nice rooms with the view - mostly over construction and a bit of the seaside. The room itself was very spacious with the large bed, big windows and a clean bathroom. We also used their taxi service from the airport, which was very convenient. The breakfast was very nice and had a big variety of food. The bar on a rooftop offers a nice view, but the food was not that special.",Date of stay: July 2016,"Stayed one night in this hotel. Nice rooms with the view - mostly over construction and a bit of the seaside. The room itself was very spacious with the large bed, big windows and a clean bathroom. We also used their taxi service from the airport, which was very convenient. The breakfast was very nice and had a big variety of food. The bar on a rooftop offers a nice view, but the food was not that special.","{'name': ['hotel', 'rooms', 'airport', 'bit', 'seaside', 'construction', 'room', 'bar', 'bathroom', 'windows', 'bed', 'taxi service', 'food', 'rooftop', 'food', 'view', 'breakfast', 'variety', 'one'], 'type': ['LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'NUMBER']}",0.4,3.4
wezfireman,Some Good and Bad Points,"So...How to start?  Firstly this hotel does some things spectacularly well.  Then some things, it does really badly.  I arrived early and was upgraded to an executive room with partial sea view when I had paid for sea view!  However was not allowed to use the executive lounge?  So not really sure what I was getting for this upgrade.  The room was very clean but slightly weathered.  The desk was chipped and some scuffs on the wall, and the carpet could of been given a clean, however there were no huge stains on it or anything.  But the bed and bedding was comfortable and I have to admit that the room cleaning service on cleaning and fold down service was very good. Room service itself was good but had run out of pizza dough one evening when I ordered.  But the food arrived",Date of stay: July 2016,"So...How to start?  Firstly this hotel does some things spectacularly well.  Then some things, it does really badly.  I arrived early and was upgraded to an executive room with partial sea view when I had paid for sea view!  However was not allowed to use the executive lounge?  So not really sure what I was getting for this upgrade.  The room was very clean but slightly weathered.  The desk was chipped and some scuffs on the wall, and the carpet could of been given a clean, however there were no huge stains on it or anything.  But the bed and bedding was comfortable and I have to admit that the room cleaning service on cleaning and fold down service was very good. Room service itself was good but had run out of pizza dough one evening when I ordered.  But the food arrived","{'name': ['things', 'things', 'hotel', 'executive room', 'sea view', 'room', 'sea view', 'upgrade', 'desk', 'executive lounge', 'room cleaning service', 'Room service', 'carpet', 'wall', 'service', 'cleaning', 'scuffs', 'pizza dough', 'food', 'bed', 'anything', 'bedding', 'stains', 'one'], 'type': ['OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'NUMBER']}",-0.1,5.7
Hans V,Poya day lunch,"Unfortunately, I found the quality of Harbor Court well below par. I am used to better buffets at Kingsbury. I don't know if it was because it was Tuesday. Usually I go for a Sunday Brunch. No hotel should ever take for granted that they are doing good. They should always seek ways to improve.",Date of stay: July 2016,"Unfortunately, I found the quality of Harbor Court well below par. I am used to better buffets at Kingsbury. I don't know if it was because it was Tuesday. Usually I go for a Sunday Brunch. No hotel should ever take for granted that they are doing good. They should always seek ways to improve.","{'name': ['quality', 'par', 'Harbor Court', 'buffets', 'Kingsbury', 'ways', 'hotel', 'Brunch'], 'type': ['OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'PERSON', 'OTHER', 'LOCATION', 'EVENT']}",-0.3,2.4
CindyLee555,Amazing View,"Me and couple of my friends were looking for perfect place to grab a drink and chill in the Saturday afternoon. The perfect ambiance was set at the Sky Lounge, Kingsbury. The view of the Indian ocean form the top is amazing. The service was also good. Would definitely visit this place again!",Date of stay: June 2016,"Me and couple of my friends were looking for perfect place to grab a drink and chill in the Saturday afternoon. The perfect ambiance was set at the Sky Lounge, Kingsbury. The view of the Indian ocean form the top is amazing. The service was also good. Would definitely visit this place again!","{'name': ['couple', 'friends', 'place', 'drink', 'ambiance', 'view', 'service', 'place', 'Sky Lounge', 'Kingsbury', 'top', 'Indian ocean'], 'type': ['PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'LOCATION']}",0.8,4.4
Romajune2016,The Kingsbury Colombo,"Great location, lovely view from the room. Staff was friendly & helpful. The high light is the roof top restaurant. The view is unbeatable & it ROCKS! Good quality amenities . Vegetarian food was average ..Didn't try non veg food. The area around the hotel is beautiful & is a great place to walk around.",Date of stay: July 2016,"Great location, lovely view from the room. Staff was friendly & helpful. The high light is the roof top restaurant. The view is unbeatable & it ROCKS! Good quality amenities . Vegetarian food was average ..Didn't try non veg food. The area around the hotel is beautiful & is a great place to walk around.","{'name': ['view', 'location', 'room', 'view', 'Staff', 'restaurant', 'light', 'food', 'amenities', 'average', 'area', 'hotel', 'place', 'veg food'], 'type': ['OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER']}",0.6,5.3
AussieStrategist,Great staff,"This is an old property that has been upgraded.   Our room and bed were comfortable and the staff tried hard but unfortunately the hotel doesn't really cut it.  We started out on the 9th (executive floor) but the noise from the function area above meant no sleep. The hotel moved us to a similar room on level 3, but unfortunately it didn't enjoy the same level of maintenance. (Paint and carpet were in need of attention and the Air-conditioning control didn't always seem to work.)   Getting fresh towels after room servicing depended on whether the 'washing' had been done that day. Clearly they have insufficient stock.  The staff in the executive lounge were outstanding. Nothing was too much trouble. We had breakfast there each day and the selection and freshly cooked eggs were",Date of stay: July 2016,"This is an old property that has been upgraded.   Our room and bed were comfortable and the staff tried hard but unfortunately the hotel doesn't really cut it.  We started out on the 9th (executive floor) but the noise from the function area above meant no sleep. The hotel moved us to a similar room on level 3, but unfortunately it didn't enjoy the same level of maintenance. (Paint and carpet were in need of attention and the Air-conditioning control didn't always seem to work.)   Getting fresh towels after room servicing depended on whether the 'washing' had been done that day. Clearly they have insufficient stock.  The staff in the executive lounge were outstanding. Nothing was too much trouble. We had breakfast there each day and the selection and freshly cooked eggs were","{'name': ['property', 'room', 'hotel', 'staff', 'bed', 'Nothing', 'hotel', 'room', 'level', 'level', 'maintenance', 'sleep', 'function area', 'executive floor', 'Air-conditioning control', 'carpet', 'need', 'attention', 'noise', 'lounge', 'stock', 'breakfast', 'eggs', 'Paint', 'staff', 'room servicing', 'towels', 'selection', '3', '9'], 'type': ['LOCATION', 'LOCATION', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'NUMBER', 'NUMBER']}",-0.1,6.2
Galaxy222,Great value for money,"My wife, a couple of friends and I stayed at The Kingsbury for two nights in July. The staff were very friendly, helpful and professional. We had most of our meals at the different restaurants at The Kingsbury and found the food to be very good and at a good price. The pool was fantastic. Our room was very tidy and the views of the ocean were great. There is a wonderful paved walk alongside the beach. The Kingsbury is located by the sea and the road beside it is easy to catch local cheap taxis. Overall, this place was excellent all round and I would stay there again if I ever visit Colombo in the future.",Date of stay: July 2016,"My wife, a couple of friends and I stayed at The Kingsbury for two nights in July. The staff were very friendly, helpful and professional. We had most of our meals at the different restaurants at The Kingsbury and found the food to be very good and at a good price. The pool was fantastic. Our room was very tidy and the views of the ocean were great. There is a wonderful paved walk alongside the beach. The Kingsbury is located by the sea and the road beside it is easy to catch local cheap taxis. Overall, this place was excellent all round and I would stay there again if I ever visit Colombo in the future.","{'name': ['wife', 'couple', 'friends', 'The Kingsbury', 'most', 'pool', 'room', 'walk', 'price', 'restaurants', 'food', 'meals', 'ocean', 'place', 'taxis', 'round', 'staff', 'views', 'Colombo', 'road', 'beach', 'sea', 'two'], 'type': ['PERSON', 'PERSON', 'PERSON', 'PERSON', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'EVENT', 'PERSON', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'NUMBER']}",0.7,6.1
ksperera1960,Security restrictions for,"I went to the hotel to attend a wedding of my niece on my own Three wheeler ( use it for private use- not for hire purpose) and when i park it in the lower deck of parking lot, a Security officer came and asked me to Park on the road ( Chityya Mawatha) and i said i am an guest for this hotel. and i heard he saying on his hand held to someone that ( in sinhalese - threewheel karayek park karala duwanawa, everything under control) i came with my family and i was only at that time, i felt so hurt as a Citizen of Sri lanka ( Special Sinhalese) as it was a three wheeler he act  like that, if i was on a car i know how he act . this should be stopped, because no matter the vehicle is, the customer should treat a a king ( I am also a Hotelier and executive too)",Date of stay: July 2016,"I went to the hotel to attend a wedding of my niece on my own Three wheeler ( use it for private use- not for hire purpose) and when i park it in the lower deck of parking lot, a Security officer came and asked me to Park on the road ( Chityya Mawatha) and i said i am an guest for this hotel. and i heard he saying on his hand held to someone that ( in sinhalese - threewheel karayek park karala duwanawa, everything under control) i came with my family and i was only at that time, i felt so hurt as a Citizen of Sri lanka ( Special Sinhalese) as it was a three wheeler he act  like that, if i was on a car i know how he act . this should be stopped, because no matter the vehicle is, the customer should treat a a king ( I am also a Hotelier and executive too)","{'name': ['Hotelier', 'wedding', 'hotel', 'Three wheeler', 'niece', 'use', 'hire purpose', 'deck', 'parking lot', 'hotel', 'Security officer', 'road', 'Park', 'Chityya Mawatha', 'hand', 'someone', 'everything', 'control', 'family', 'car', 'vehicle', 'karayek park karala duwanawa', 'customer', 'aa king', 'executive', 'wheeler', 'Citizen', 'Special Sinhalese', 'Sri lanka', 'three', 'Three'], 'type': ['PERSON', 'EVENT', 'LOCATION', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'PERSON', 'LOCATION', 'LOCATION', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'PERSON', 'CONSUMER_GOOD', 'CONSUMER_GOOD', 'LOCATION', 'PERSON', 'OTHER', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'LOCATION', 'NUMBER', 'NUMBER']}",-0.6,2.0
Tanila D,A beautiful view,Went bar hopping and this was one of the places our friends took us.  This has the most amazing view in Colombo and the quality is very high end.  Everything is modern and the artificial beach and pool combo is amazing.  I would definitely recommend having a drink during sunset as you can see over the entire coty and ocean.,Date of stay: July 2016,Went bar hopping and this was one of the places our friends took us.  This has the most amazing view in Colombo and the quality is very high end.  Everything is modern and the artificial beach and pool combo is amazing.  I would definitely recommend having a drink during sunset as you can see over the entire coty and ocean.,"{'name': ['one', 'bar hopping', 'friends', 'places', 'quality', 'Everything', 'combo', 'view', 'pool', 'beach', 'drink', 'Colombo', 'coty', 'ocean', 'one'], 'type': ['PERSON', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'LOCATION', 'CONSUMER_GOOD', 'LOCATION', 'OTHER', 'LOCATION', 'NUMBER']}",0.8,3.3
Manjanath B,Business & Leisure,"The Luxury Hotel with Nice rooms with the best accessories, lovely Breakfast, great Sea Views, recommend for Business meetings ,Courteous staff, great Service Good Swimming Pool and Sky Bar with Great Sea Views",Date of stay: February 2016,"The Luxury Hotel with Nice rooms with the best accessories, lovely Breakfast, great Sea Views, recommend for Business meetings ,Courteous staff, great Service Good Swimming Pool and Sky Bar with Great Sea Views","{'name': ['Luxury Hotel', 'rooms', 'accessories', 'Breakfast', 'Business meetings', 'Sea Views', 'Service Good Swimming Pool', 'Sky Bar', 'Great Sea Views', 'staff'], 'type': ['LOCATION', 'LOCATION', 'CONSUMER_GOOD', 'OTHER', 'EVENT', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'PERSON']}",0.9,0.9
Gihan K,The coffee shop - I need a mocha,"Went to meet a friend and he asked for tea already and was waiting for it forever. when the guy came I said mocha he was like ""cake ?""  wah.. cake? I was like you for (real in my head)  I said ""drink"" then he said ""like tea?""  I said yes. Till they were making my drink the friends tea was kept on the counter.  Really ?? Train your staff well it is not good for the hotel.",Date of stay: June 2016,"Went to meet a friend and he asked for tea already and was waiting for it forever. when the guy came I said mocha he was like ""cake ?""  wah.. cake? I was like you for (real in my head)  I said ""drink"" then he said ""like tea?""  I said yes. Till they were making my drink the friends tea was kept on the counter.  Really ?? Train your staff well it is not good for the hotel.","{'name': ['friend', 'tea', 'guy', 'cake', 'tea', 'cake', 'head', 'mocha', 'drink', 'friends tea', 'counter', 'staff', 'hotel', 'drink'], 'type': ['PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'LOCATION', 'OTHER']}",-0.2,3.6
Ritu S,Horrible hotel.,"We stayed there for one night and had a terrible time. Poor airconditioning in corridors and lifts, too noisy, bad buffets, very small rooms, terrible value for money. We were supposed to stay for 2 nights but we decided to change hotels. People were coming in and out of the hotel like its a mall. Poor wifi.",Date of stay: July 2016,"We stayed there for one night and had a terrible time. Poor airconditioning in corridors and lifts, too noisy, bad buffets, very small rooms, terrible value for money. We were supposed to stay for 2 nights but we decided to change hotels. People were coming in and out of the hotel like its a mall. Poor wifi.","{'name': ['airconditioning', 'corridors', 'value', 'money', 'rooms', 'buffets', 'lifts', 'hotel', 'mall', 'wifi', 'hotels', 'People', '2', 'one'], 'type': ['OTHER', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'PERSON', 'NUMBER', 'NUMBER']}",-0.6,3.2
Gwen_BE,Classicly Stylish with modern comforts,"I stayed at the Kingsbury 3 nights during a work trip. The rooms are airy and are decorated in a classic, luxurious style. Bathroom has a great rain shower. The beds are extremely comfortable. Also enjoyed the pool. Would recommend.  1 downside: there were a lot of noisy people here though this is of course not the fault of the hotel as such. People screaming around the swimming pool area in the middle of the night are having loud talks in the hallway at 2AM in the morning and so on...",Date of stay: July 2016,"I stayed at the Kingsbury 3 nights during a work trip. The rooms are airy and are decorated in a classic, luxurious style. Bathroom has a great rain shower. The beds are extremely comfortable. Also enjoyed the pool. Would recommend.  1 downside: there were a lot of noisy people here though this is of course not the fault of the hotel as such. People screaming around the swimming pool area in the middle of the night are having loud talks in the hallway at 2AM in the morning and so on...","{'name': ['work trip', 'Kingsbury 3', 'people', 'style', 'rooms', 'lot', 'Bathroom', 'pool', 'downside', 'rain shower', 'beds', 'course', 'swimming pool area', 'middle', 'talks', 'hallway', 'fault', 'hotel', '2AM', '3', '1', '2'], 'type': ['EVENT', 'PERSON', 'PERSON', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'EVENT', 'LOCATION', 'OTHER', 'LOCATION', 'ORGANIZATION', 'NUMBER', 'NUMBER', 'NUMBER']}",0.3,5.5
bavakriss,First Class Hotel,"An excellent hotel. Spotless, superbly maintained, professionally and efficiently managed.  The hotel was a standout in our four day stay in Colombo. Great location and a really well-presented, well-maintained and well-run hotel. Easily 4*, in many cases 5*.   The staff, without exception, were consistently, smiling, helpful and courteous. The levels of observance and supervision by members of management was truly impressive. They were visible ,efficient and effective.  Buffet breakfast was great - wide selection, albeit (and a very minor quibble) the same choices everyday. But, no complaints.  The only other small quibbles were the (free) in-room internet which was hit-and-miss, and, the two lifts (not enough for a hotel of this size and quality) were slow, small and (due to",Date of stay: July 2016,"An excellent hotel. Spotless, superbly maintained, professionally and efficiently managed.  The hotel was a standout in our four day stay in Colombo. Great location and a really well-presented, well-maintained and well-run hotel. Easily 4*, in many cases 5*.   The staff, without exception, were consistently, smiling, helpful and courteous. The levels of observance and supervision by members of management was truly impressive. They were visible ,efficient and effective.  Buffet breakfast was great - wide selection, albeit (and a very minor quibble) the same choices everyday. But, no complaints.  The only other small quibbles were the (free) in-room internet which was hit-and-miss, and, the two lifts (not enough for a hotel of this size and quality) were slow, small and (due to","{'name': ['hotel', 'hotel', 'standout', 'Buffet breakfast', 'Spotless', 'internet', 'location', 'hotel', 'levels', 'members', 'observance', 'supervision', 'management', 'cases', 'exception', 'Colombo', 'miss', 'hotel', 'quality', 'size', 'staff', 'quibble', 'lifts', 'choices', 'complaints', 'quibbles', 'four', 'two', '4', '5'], 'type': ['LOCATION', 'LOCATION', 'PERSON', 'OTHER', 'ORGANIZATION', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER']}",0.7,8.7
Nikkusingh,Great location but noisy hotel,It's a very well located hotel. It's a good 40 min drive from the airport. Cabs overcharge so make sure you bring them down to 2000 rupees for a one way trip.   The rooms are small and noisy. There is no difference between the superior and the premium room size  they are just located in different floors. Booking.com gives better rates than the hotel. The breakfast spread is excellent.  The rooftop bar has a great view but it's packed with locals and noisy.   This hotel is very famous with the locals so  the lobby area gets really crowded especially with wedding guests.  The famous ministry of crab is just across the road. You have to make a reservation to eat crabs there.   Advise : you need to haggle with the receptionist for the room rent in case you do not have a booking and,Date of stay: May 2016,It's a very well located hotel. It's a good 40 min drive from the airport. Cabs overcharge so make sure you bring them down to 2000 rupees for a one way trip.   The rooms are small and noisy. There is no difference between the superior and the premium room size  they are just located in different floors. Booking.com gives better rates than the hotel. The breakfast spread is excellent.  The rooftop bar has a great view but it's packed with locals and noisy.   This hotel is very famous with the locals so  the lobby area gets really crowded especially with wedding guests.  The famous ministry of crab is just across the road. You have to make a reservation to eat crabs there.   Advise : you need to haggle with the receptionist for the room rent in case you do not have a booking and,"{'name': ['hotel', 'drive', 'airport', 'Cabs', 'superior', 'rooms', 'view', 'way', 'trip', 'hotel', 'hotel', 'breakfast spread', 'difference', 'Booking.com', 'rooftop bar', 'locals', 'floors', 'premium room size', 'crabs', 'rates', 'road', 'Advise', 'reservation', 'booking', 'room rent', 'case', 'receptionist', 'ministry', 'locals', 'crab', 'guests', 'lobby area', '2000 rupees', 'one', '2000', '40'], 'type': ['LOCATION', 'EVENT', 'LOCATION', 'CONSUMER_GOOD', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'EVENT', 'LOCATION', 'LOCATION', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'ORGANIZATION', 'PERSON', 'OTHER', 'PERSON', 'LOCATION', 'PRICE', 'NUMBER', 'NUMBER', 'NUMBER']}",0.0,6.1
Jason B,It's nice but not for resting.,My fiancé and I visited the Kingsbury for a friends wedding and stayed two nights. I must say the hotel is very nice and opulent  we stayed on the 9th floor and I must say this was a mistake as the noise from the bar goes until all hours of the morning. Which you can hear everything and then on a Sunday morning someone is PLAYING DRUMS AT 08:30 in the morning. This is not a hotel for sleeping.,Date of stay: July 2016,My fiancé and I visited the Kingsbury for a friends wedding and stayed two nights. I must say the hotel is very nice and opulent  we stayed on the 9th floor and I must say this was a mistake as the noise from the bar goes until all hours of the morning. Which you can hear everything and then on a Sunday morning someone is PLAYING DRUMS AT 08:30 in the morning. This is not a hotel for sleeping.,"{'name': ['fiancé', 'friends wedding', 'Kingsbury', 'mistake', 'hotel', 'noise', 'floor', 'bar', 'hotel', 'someone', 'DRUMS', 'everything', '08', '30', 'two', '9'], 'type': ['PERSON', 'EVENT', 'PERSON', 'EVENT', 'LOCATION', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER']}",-0.1,1.6
EkminiW,1 night stay,"3.5/5 Comfortable room. I booked a triple room, but had to call down to get the extra anenities. Service was average/good, what can be expected for a busy city hotel. Breakfast buffet had a large spread for a very good price, had lots of vegetarian options.",Date of stay: July 2016,"3.5/5 Comfortable room. I booked a triple room, but had to call down to get the extra anenities. Service was average/good, what can be expected for a busy city hotel. Breakfast buffet had a large spread for a very good price, had lots of vegetarian options.","{'name': ['room', 'room', 'anenities', 'Service', 'average', 'spread', 'price', 'options', 'lots', 'Breakfast buffet', 'city hotel', '5', '3.5'], 'type': ['LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'NUMBER', 'NUMBER']}",0.1,2.5
dipankarkapur,Nice business hotel,Stayed there for one night only but found hotel good and nicely maintened there restaurants are good and serve Indian food as well staff is ok and helpfull rooms are on smaller size they have one of the best spa in all respect worth in all respect overall nice hotel experience good for family,Date of stay: June 2016,Stayed there for one night only but found hotel good and nicely maintened there restaurants are good and serve Indian food as well staff is ok and helpfull rooms are on smaller size they have one of the best spa in all respect worth in all respect overall nice hotel experience good for family,"{'name': ['restaurants', 'hotel', 'staff', 'food', 'size', 'rooms', 'all', 'respect', 'Indian', 'family', 'hotel experience', 'one', 'spa', 'one', 'one'], 'type': ['LOCATION', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'LOCATION', 'NUMBER', 'NUMBER']}",0.8,0.8
JGSingers,Refurbished and very stately hotel,"The Kingsbury is a stately 5 star hotel with ocean views, located next to the old fort in Colombo. It's recently refurbished, so it's reall nicely done.  It's a very short walk to Galle Face and the old Dutch Hospital dining options.  The hotel itself has many bars and restaurants, a nice pool and very attentive staff.   The rooms, although small were elegant, tasteful and very comfortable. Great bed and awesome pillows and instant hot water. Great ocean view out the window, although no balcony. An espresso machine and a few charging points would be welcome additions in the room.  Housekeeping forgot out towels but that was quickly remedied.  Breakfast buffet was crazy good, except for the coffee. But it catered for everything. Best I've seen.  All in all. Quality hotel.",Date of stay: July 2016,"The Kingsbury is a stately 5 star hotel with ocean views, located next to the old fort in Colombo. It's recently refurbished, so it's reall nicely done.  It's a very short walk to Galle Face and the old Dutch Hospital dining options.  The hotel itself has many bars and restaurants, a nice pool and very attentive staff.   The rooms, although small were elegant, tasteful and very comfortable. Great bed and awesome pillows and instant hot water. Great ocean view out the window, although no balcony. An espresso machine and a few charging points would be welcome additions in the room.  Housekeeping forgot out towels but that was quickly remedied.  Breakfast buffet was crazy good, except for the coffee. But it catered for everything. Best I've seen.  All in all. Quality hotel.","{'name': ['hotel', 'ocean views', 'fort', 'walk', 'Kingsbury', 'Colombo', 'hotel', 'rooms', 'ocean view', 'staff', 'pool', 'dining options', 'bars', 'restaurants', 'water', 'bed', 'pillows', 'window', 'Breakfast buffet', 'towels', 'coffee', 'hotel', 'Dutch Hospital', 'Galle Face', 'all', 'All', 'everything', 'additions', 'espresso machine', 'room', 'balcony', 'charging points', 'Housekeeping', '5'], 'type': ['LOCATION', 'OTHER', 'LOCATION', 'EVENT', 'PERSON', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'LOCATION', 'LOCATION', 'OTHER', 'PERSON', 'NUMBER']}",0.5,7.5
manishamm77,Not sure,This is a small n nice property overlooking the ocean.we reached the hotel by 4pm n the room was not ready (2pm is the check in)we requested to cancel the booking so that we can go to some other hotel as we had a small kid who was tired after the drive from bentota.but I must say the lady manager did not let us leave and offered the presidential suite for one night.the suite was huge with big balconies and beautiful views.the room service was good the Indian food way they serve in the room was outstanding specially dal makhni n bhindi do pyaza. Now come to the breakfast.the place looks deserted as it is huge n only four ppl to serve.no cutlery n napkins on the table.the Indian food Wat they served was horrible.they ver making dosa omlette style.the sambhar and vada was beyond,Date of stay: July 2016,This is a small n nice property overlooking the ocean.we reached the hotel by 4pm n the room was not ready (2pm is the check in)we requested to cancel the booking so that we can go to some other hotel as we had a small kid who was tired after the drive from bentota.but I must say the lady manager did not let us leave and offered the presidential suite for one night.the suite was huge with big balconies and beautiful views.the room service was good the Indian food way they serve in the room was outstanding specially dal makhni n bhindi do pyaza. Now come to the breakfast.the place looks deserted as it is huge n only four ppl to serve.no cutlery n napkins on the table.the Indian food Wat they served was horrible.they ver making dosa omlette style.the sambhar and vada was beyond,"{'name': ['property', 'room', 'hotel', 'ocean.', 'pyaza', 'kid', 'check', 'booking', 'suite', 'hotel', 'suite', 'food', 'room service', 'lady manager', 'place', 'drive', 'bentota.', 'balconies', 'Indian', 'n', 'room', 'ppl', 'table.', 'cutlery n napkins', 'makhni', 'dosa omlette', 'food', 'vada', 'sambhar', 'Wat', 'one', '4', '2', 'four'], 'type': ['LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'EVENT', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER']}",-0.3,0.8
GKToo,Will stay again,"The Kingsbury is a well appointed hotel with very good amenities and my room had one of the most comfortable beds I've slept in at a hotel.  Stayed on the executive floor for this visit and the staff here were excellent. Very helpful and also provided a lot of great information about what to do and see in and out of Colombo.  The food in the hotel is very good (especially the seafood restaurant).  The foyer can be quite busy and noisy at times but once you get away from this area its quiet and enjoyable. Being right near the waterfront, the views from many parts of the hotel are very nice. And its well located and provides a handy starting point for morning or evening walks along the esplanade.",Date of stay: June 2016,"The Kingsbury is a well appointed hotel with very good amenities and my room had one of the most comfortable beds I've slept in at a hotel.  Stayed on the executive floor for this visit and the staff here were excellent. Very helpful and also provided a lot of great information about what to do and see in and out of Colombo.  The food in the hotel is very good (especially the seafood restaurant).  The foyer can be quite busy and noisy at times but once you get away from this area its quiet and enjoyable. Being right near the waterfront, the views from many parts of the hotel are very nice. And its well located and provides a handy starting point for morning or evening walks along the esplanade.","{'name': ['hotel', 'room', 'amenities', 'one', 'hotel', 'Kingsbury', 'hotel', 'beds', 'foyer', 'executive floor', 'food', 'information', 'visit', 'seafood restaurant', 'lot', 'waterfront', 'parts', 'views', 'Colombo', 'walks', 'esplanade', 'staff', 'starting point', 'area', 'times', 'one'], 'type': ['LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'PERSON', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'LOCATION', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'EVENT', 'LOCATION', 'PERSON', 'OTHER', 'LOCATION', 'OTHER', 'NUMBER']}",0.9,6.4
